date,temperature,humidity,luminosity
2019-12-04 15:12:42.639,22.7,34.0,273
2019-12-04 15:12:44.915,22.8,34.1,275
2019-12-04 15:12:47.192,22.6,33.9,271
2019-12-04 15:12:49.469,22.7,33.9,284
2019-12-04 15:12:51.747,22.8,33.9,275
2019-12-04 15:12:54.024,22.7,33.8,273
2019-12-04 15:12:56.301,22.8,33.9,269
2019-12-04 15:12:58.578,22.8,33.9,269
2019-12-04 15:13:00.855,22.7,33.8,271
2019-12-04 15:13:03.133,22.8,33.8,267
2019-12-04 15:13:05.410,22.8,33.8,269
2019-12-04 15:13:07.687,22.7,33.7,275
2019-12-04 15:13:09.964,22.7,33.7,273
2019-12-04 15:13:12.242,22.8,33.8,273
2019-12-04 15:13:14.519,22.7,33.7,275
2019-12-04 15:13:16.796,22.8,33.8,275
2019-12-04 15:13:19.077,22.9,33.9,273
2019-12-04 15:13:21.355,22.4,33.5,273
2019-12-04 15:13:23.632,22.5,33.6,273
2019-12-04 15:13:25.911,22.7,33.7,271
2019-12-04 15:13:28.187,22.7,33.7,275
2019-12-04 15:13:30.465,23.0,33.9,273
2019-12-04 15:13:32.741,22.8,33.8,271
2019-12-04 15:13:35.018,22.6,33.6,273
2019-12-04 15:13:37.296,22.9,33.8,273
2019-12-04 15:13:39.573,22.8,33.7,273
2019-12-04 15:13:41.850,22.8,33.7,273
2019-12-04 15:13:44.129,22.8,33.7,275
2019-12-04 15:13:46.404,22.8,33.7,275
2019-12-04 15:13:48.682,22.7,33.5,277
2019-12-04 15:13:50.959,22.9,33.7,282
2019-12-04 15:13:53.237,22.8,33.7,284
2019-12-04 15:13:55.513,22.7,33.6,277
2019-12-04 15:13:57.790,22.9,33.7,275
2019-12-04 15:14:00.068,22.8,33.6,275
2019-12-04 15:14:02.345,22.8,33.6,277
2019-12-04 15:14:04.622,22.9,33.7,273
2019-12-04 15:14:06.900,22.9,33.8,277
2019-12-04 15:14:09.177,22.9,33.8,280
2019-12-04 15:14:11.455,22.8,33.7,282
2019-12-04 15:14:13.732,22.8,33.7,282
2019-12-04 15:14:16.009,22.8,33.8,277
2019-12-04 15:14:18.287,22.8,33.8,282
2019-12-04 15:14:20.563,22.8,33.8,275
2019-12-04 15:14:22.842,22.8,33.8,284
2019-12-04 15:14:25.118,23.0,34.0,275
2019-12-04 15:14:27.396,22.8,33.8,275
2019-12-04 15:14:29.672,22.8,33.8,273
2019-12-04 15:14:31.954,22.7,33.8,273
2019-12-04 15:14:34.232,22.9,33.9,275
2019-12-04 15:14:36.509,22.8,33.8,275
2019-12-04 15:14:38.786,22.8,33.8,277
2019-12-04 15:14:41.064,22.8,33.8,284
2019-12-04 15:14:43.341,22.8,33.8,286
2019-12-04 15:14:45.619,22.8,33.7,284
2019-12-04 15:14:47.896,22.8,33.7,280
2019-12-04 15:14:50.173,22.8,33.7,277
2019-12-04 15:14:52.451,22.8,33.7,282
2019-12-04 15:14:54.728,22.8,33.8,277
2019-12-04 15:14:57.005,22.7,33.7,273
2019-12-04 15:14:59.282,22.8,33.7,284
2019-12-04 15:15:01.559,22.7,33.7,275
2019-12-04 15:15:03.837,22.8,33.7,280
2019-12-04 15:15:06.114,22.8,33.7,277
2019-12-04 15:15:08.392,22.8,33.7,280
2019-12-04 15:15:10.670,22.8,33.7,280
2019-12-04 15:15:12.946,22.8,33.7,284
2019-12-04 15:15:15.223,22.8,33.7,284
2019-12-04 15:15:17.500,22.8,33.7,284
2019-12-04 15:15:19.778,22.8,33.7,282
2019-12-04 15:15:22.056,22.8,33.7,284
2019-12-04 15:15:24.332,22.8,33.7,280
2019-12-04 15:15:26.609,22.8,33.7,271
2019-12-04 15:15:28.887,22.8,33.7,271
2019-12-04 15:15:31.164,22.8,33.7,271
2019-12-04 15:15:33.442,22.8,33.7,271
2019-12-04 15:15:35.718,22.8,33.7,271
2019-12-04 15:15:37.997,22.7,33.6,275
2019-12-04 15:15:40.273,22.7,33.7,273
2019-12-04 15:15:42.550,22.6,33.6,271
2019-12-04 15:15:44.827,22.7,33.7,271
2019-12-04 15:15:47.105,22.8,33.8,275
2019-12-04 15:15:49.385,23.0,34.0,261
2019-12-04 15:15:51.662,22.8,33.9,265
2019-12-04 15:15:53.940,22.8,33.9,267
2019-12-04 15:15:56.217,22.8,34.2,263
2019-12-04 15:15:58.494,22.8,34.6,265
2019-12-04 15:16:00.772,22.8,34.8,267
2019-12-04 15:16:03.048,22.8,34.8,267
2019-12-04 15:16:05.326,22.8,34.8,265
2019-12-04 15:16:07.604,22.8,34.7,265
2019-12-04 15:16:09.880,22.9,34.8,269
2019-12-04 15:16:12.158,22.9,34.8,269
2019-12-04 15:16:14.435,22.9,34.7,269
2019-12-04 15:16:16.713,22.9,34.7,267
2019-12-04 15:16:18.990,22.9,34.7,265
2019-12-04 15:16:21.267,22.9,34.6,267
2019-12-04 15:16:23.544,22.9,34.5,271
2019-12-04 15:16:25.821,22.9,34.5,267
2019-12-04 15:16:28.100,22.9,35.2,273
2019-12-04 15:16:30.376,23.1,35.8,277
2019-12-04 15:16:32.653,22.9,36.2,277
2019-12-04 15:16:34.930,23.0,36.3,277
2019-12-04 15:16:37.209,22.8,35.9,277
2019-12-04 15:16:39.485,23.0,35.7,275
2019-12-04 15:16:41.762,22.9,35.4,275
2019-12-04 15:16:44.039,23.0,35.3,280
2019-12-04 15:16:46.316,23.0,35.1,277
2019-12-04 15:16:48.594,23.0,34.9,277
2019-12-04 15:16:50.871,22.9,34.7,277
2019-12-04 15:16:53.149,22.9,34.6,277
2019-12-04 15:16:55.429,23.0,34.6,277
2019-12-04 15:16:57.707,23.0,34.5,277
2019-12-04 15:16:59.984,22.9,34.3,273
2019-12-04 15:17:02.262,23.0,34.3,275
2019-12-04 15:17:04.539,22.9,34.2,273
2019-12-04 15:17:06.816,22.9,34.2,282
2019-12-04 15:17:09.093,22.9,34.2,273
2019-12-04 15:17:11.371,23.0,34.2,269
2019-12-04 15:17:13.648,23.0,34.2,277
2019-12-04 15:17:15.925,23.1,34.3,286
2019-12-04 15:17:18.202,22.9,34.2,277
2019-12-04 15:17:20.479,23.0,34.2,277
2019-12-04 15:17:22.757,22.9,34.2,275
2019-12-04 15:17:25.035,22.9,34.2,280
2019-12-04 15:17:27.312,22.9,34.2,277
2019-12-04 15:17:29.589,22.9,34.2,277
2019-12-04 15:17:31.866,22.9,34.2,277
2019-12-04 15:17:34.145,22.9,34.3,280
2019-12-04 15:17:36.425,22.9,34.4,277
2019-12-04 15:17:38.702,22.9,34.5,280
2019-12-04 15:17:40.979,22.9,34.5,275
2019-12-04 15:17:43.256,22.9,34.5,277
2019-12-04 15:17:45.535,22.9,34.6,271
2019-12-04 15:17:47.812,22.9,34.6,271
2019-12-04 15:17:50.089,22.9,34.7,271
2019-12-04 15:17:52.366,22.9,34.8,271
2019-12-04 15:17:54.643,23.0,34.9,271
2019-12-04 15:17:56.921,22.9,34.8,273
2019-12-04 15:17:59.199,22.9,34.7,273
2019-12-04 15:18:01.476,22.9,34.6,269
2019-12-04 15:18:03.754,23.0,34.6,271
2019-12-04 15:18:06.030,22.9,34.6,282
